Student_ID,Age,Gender,Nationality,Program,Major_Specialization,Year_of_Study,Enrollment_Type,GPA,High_School_GPA,SAT_Score,Credits_Completed,Credits_This_Semester,Scholarship_Status,Scholarship_Amount,Accommodation_Type,Distance_From_Campus_km,Attendance_Rate,Study_Hours_Per_Week,Part_Time_Job,Weekly_Work_Hours,Internship_Completed,Internship_Count,Clubs_Joined,Leadership_Role,Online_Courses_Taken,Research_Participation,Publications_Count,Exchange_Program,English_Proficiency_Score,Financial_Aid,Family_Income,Parental_Education_Level,Health_Insurance,Mental_Health_Support_Used,Academic_Probation,Dropout_Risk_Score,Graduation_Expected_Year,Employment_Offer,Starting_Salary_Offer
1348,19,Male,France,Physics,Civil,5,FullTime,2.87,3.38,1525,70,15,No,0,OnCampus,,95.2,,Yes,26,Yes,2,1,Yes,3,Yes,0,No,104.0,No,,Bachelor,Yes,No,No,0.634,2027,No,0
1349,18,Female,France,Business,Data Science,3,FullTime,3.25,3.91,1372,21,16,Yes,12811,OffCampus,47.8,65.8,34,No,10,No,3,7,Yes,2,No,0,No,91.0,Yes,116966.0,Master,No,No,No,0.29,2029,No,0
1350,19,Male,Brazil,Economics,Marketing,2,PartTime,3.59,2.65,1076,51,19,Yes,47868,OffCampus,1.9,93.5,,Yes,26,Yes,3,0,No,11,No,3,Yes,119.0,No,294148.0,Bachelor,Yes,No,No,0.385,2030,No,0
1351,33,Male,Canada,Engineering,Statistics,1,PartTime,2.31,3.75,,54,9,No,0,OnCampus,,68.6,,Yes,6,Yes,1,0,No,1,Yes,1,Yes,116.0,No,185421.0,Bachelor,No,No,No,0.437,2027,No,0
1352,27,Female,Australia,Physics,Cybersecurity,1,PartTime,2.77,2.96,1021,19,16,Yes,,WithFamily,3.2,95.1,6,No,19,No,0,7,No,14,No,3,Yes,116.0,Yes,,PhD,No,No,No,0.054,2029,No,0
1353,33,Male,Brazil,Engineering,Marketing,4,FullTime,3.19,2.66,1247,0,16,Yes,22631,OffCampus,41.4,83.4,13,Yes,21,No,0,5,Yes,13,Yes,0,No,71.0,Yes,26384.0,Bachelor,No,No,No,0.099,2028,Yes,1118
1354,28,Male,Australia,Mathematics,Civil,3,FullTime,3.99,3.64,963,117,14,Yes,27127,WithFamily,36.8,96.8,20,Yes,16,Yes,0,0,No,3,No,2,No,73.0,Yes,65394.0,,No,No,Yes,0.184,2030,Yes,
1355,19,Male,UK,Business,Cybersecurity,4,PartTime,2.27,3.77,1534,12,13,Yes,11413,WithFamily,12.8,82.5,13,Yes,19,Yes,2,7,No,1,Yes,0,Yes,85.0,Yes,256415.0,Master,No,No,Yes,0.706,2031,Yes,73805
1356,30,Male,China,Computer Science,Finance,3,FullTime,3.45,3.32,925,175,16,Yes,37353,OffCampus,31.7,67.6,22,Yes,8,Yes,1,4,No,10,Yes,3,Yes,87.0,No,289035.0,HighSchool,Yes,No,No,0.141,2026,No,0
1357,23,Female,Australia,AI,Finance,3,PartTime,3.99,3.37,,5,16,No,0,WithFamily,34.8,69.1,44,No,9,Yes,4,2,Yes,10,No,3,Yes,111.0,Yes,136924.0,,Yes,No,Yes,0.0,2027,No,
1358,24,Male,India,Mathematics,Cybersecurity,5,PartTime,2.69,2.92,1423,159,20,No,0,OnCampus,,91.1,48,No,,Yes,0,4,No,14,Yes,1,No,118.0,Yes,251148.0,Bachelor,No,No,No,0.249,2030,Yes,112005
1359,18,Male,France,Computer Science,Civil,2,FullTime,2.31,3.31,984,59,15,No,0,OnCampus,20.4,91.5,38,Yes,8,Yes,4,4,No,0,No,3,No,110.0,Yes,261175.0,Master,No,No,No,0.193,2026,Yes,43239
1360,23,Male,Brazil,AI,Marketing,1,PartTime,3.35,3.9,1060,168,19,No,0,WithFamily,22.3,95.0,14,Yes,14,Yes,3,5,Yes,11,Yes,0,Yes,96.0,No,148628.0,Master,No,No,No,0.099,2031,Yes,45439
1361,32,Male,China,Business,Statistics,4,FullTime,1.91,3.23,1413,150,13,Yes,43719,WithFamily,23.7,99.0,36,Yes,27,Yes,2,2,No,6,No,1,Yes,68.0,No,292316.0,HighSchool,No,No,Yes,0.703,2029,Yes,111736
1362,17,Male,UK,AI,Civil,5,FullTime,3.63,3.46,1511,177,11,Yes,44155,WithFamily,29.3,,47,No,21,Yes,4,5,No,10,No,3,Yes,63.0,No,65679.0,PhD,No,No,No,0.057,2028,No,
1363,30,Male,China,Computer Science,Data Science,2,PartTime,3.73,,976,76,18,Yes,43763,OnCampus,24.7,89.8,13,No,24,No,3,4,Yes,5,No,1,No,85.0,No,65312.0,PhD,No,No,No,0.631,2030,No,0
1364,19,Male,France,Mathematics,Cybersecurity,1,PartTime,3.15,3.6,1145,157,9,No,0,WithFamily,30.9,66.8,34,Yes,9,No,2,7,No,12,No,0,No,88.0,Yes,237345.0,Bachelor,Yes,No,No,0.357,2028,Yes,30819
1365,30,Female,Brazil,Computer Science,Data Science,2,PartTime,2.35,3.18,1157,135,15,No,0,WithFamily,31.9,87.7,,No,11,Yes,2,0,Yes,8,Yes,1,Yes,64.0,No,25996.0,PhD,Yes,No,Yes,0.415,2029,No,
1366,34,Female,France,Business,Civil,3,FullTime,2.96,2.96,,92,19,Yes,43995,WithFamily,13.4,65.7,14,Yes,29,No,3,4,No,2,Yes,2,Yes,86.0,Yes,133818.0,HighSchool,Yes,No,Yes,0.983,2028,No,0
1367,19,Male,UAE,Economics,Cybersecurity,5,FullTime,3.67,2.96,1455,31,9,No,0,WithFamily,2.6,66.7,17,Yes,,Yes,2,1,Yes,5,Yes,3,No,83.0,Yes,247181.0,HighSchool,No,No,No,0.659,2033,Yes,76371
1368,22,Female,Germany,Economics,Cybersecurity,4,FullTime,3.45,3.71,1040,109,13,No,0,OffCampus,29.3,74.2,13,Yes,11,Yes,0,5,No,13,No,2,Yes,70.0,No,251876.0,,No,No,No,0.922,2033,No,0
1369,29,Male,France,Economics,Statistics,1,PartTime,2.41,2.7,954,94,18,No,0,WithFamily,48.5,77.2,42,No,25,Yes,1,7,Yes,4,No,0,No,81.0,Yes,,Master,Yes,No,No,0.126,2034,Yes,28068
1370,27,Male,Australia,Physics,Civil,3,FullTime,2.54,2.82,1116,105,13,Yes,25547,OnCampus,42.2,66.7,10,Yes,24,No,1,4,Yes,7,Yes,3,No,65.0,No,98510.0,Bachelor,Yes,No,No,0.179,2032,Yes,93778
1371,21,Female,India,Physics,Data Science,5,PartTime,2.36,2.42,913,123,19,Yes,25985,WithFamily,6.1,73.2,7,Yes,0,Yes,4,0,Yes,6,No,3,No,73.0,No,70965.0,HighSchool,Yes,No,No,0.866,2026,Yes,
1372,27,Female,UAE,AI,Robotics,2,PartTime,2.34,3.51,,33,16,Yes,27187,WithFamily,,89.3,21,Yes,6,Yes,2,7,No,4,No,1,Yes,90.0,No,296818.0,Master,No,No,No,0.405,2028,No,0
1373,18,Male,Brazil,Engineering,Finance,5,FullTime,2.48,3.38,1373,66,19,No,0,WithFamily,13.3,100.0,47,No,15,No,1,1,No,5,No,1,Yes,86.0,Yes,272876.0,Bachelor,No,No,No,0.407,2026,No,0
1374,28,Female,China,Economics,Civil,2,PartTime,2.25,3.5,1551,124,17,No,0,OnCampus,0.0,81.5,,No,16,No,1,4,No,13,No,3,Yes,62.0,Yes,271010.0,PhD,No,No,No,0.603,2033,Yes,132900
1375,17,Male,India,Computer Science,Civil,2,FullTime,2.91,3.96,902,31,18,No,0,WithFamily,20.7,80.4,5,Yes,25,No,0,6,No,2,No,0,No,87.0,No,,Bachelor,Yes,No,No,0.961,2028,Yes,5330
1376,34,Male,France,Computer Science,Marketing,1,FullTime,2.92,2.59,1310,147,14,No,0,OffCampus,28.1,81.0,41,No,28,Yes,0,4,Yes,4,No,1,Yes,76.0,Yes,48215.0,Master,No,Yes,No,0.757,2030,No,0
1377,24,Female,Australia,Economics,Cybersecurity,3,FullTime,2.21,3.1,,126,12,No,0,OnCampus,8.4,78.8,18,Yes,26,No,2,3,Yes,9,Yes,1,Yes,103.0,No,,HighSchool,No,No,No,0.358,2030,Yes,70830
1378,18,Male,UAE,Business,Statistics,1,FullTime,3.77,3.76,1246,2,18,Yes,38850,OnCampus,,,36,No,29,No,0,7,No,12,No,3,No,69.0,Yes,22666.0,Master,No,No,No,0.89,2032,No,0
1379,33,Female,USA,Economics,Statistics,4,FullTime,2.38,3.25,1337,170,13,Yes,1179,WithFamily,41.6,91.5,15,No,,No,3,3,No,8,Yes,1,Yes,113.0,Yes,190237.0,HighSchool,Yes,Yes,No,0.315,2034,Yes,64934
1380,24,Female,Australia,AI,Data Science,2,PartTime,3.71,,1411,144,10,Yes,13042,OnCampus,6.6,84.2,5,Yes,27,No,3,1,No,12,Yes,1,Yes,70.0,Yes,153650.0,Bachelor,No,No,No,0.493,2027,Yes,51930
1381,20,Male,China,Business,Finance,1,PartTime,2.84,3.13,1589,91,18,Yes,,OffCampus,49.2,94.3,22,Yes,14,Yes,3,7,Yes,8,No,1,Yes,85.0,No,140453.0,Master,Yes,No,No,0.438,2032,Yes,89514
1382,26,Female,Australia,AI,Finance,5,PartTime,2.25,2.46,991,171,20,No,0,OnCampus,23.2,71.3,23,Yes,26,No,2,5,Yes,2,Yes,2,Yes,104.0,Yes,,HighSchool,No,No,No,0.053,2030,Yes,73820
1383,27,Female,UAE,Mathematics,Robotics,2,FullTime,3.12,3.63,,42,14,Yes,5468,OffCampus,16.5,76.6,15,Yes,21,Yes,2,1,Yes,0,No,1,No,115.0,No,106805.0,PhD,Yes,No,No,0.116,2026,Yes,49990
1384,30,Female,Canada,Computer Science,Statistics,3,PartTime,3.1,2.59,1406,38,15,Yes,36348,WithFamily,3.8,72.0,27,No,7,Yes,1,7,Yes,9,Yes,0,Yes,85.0,No,74320.0,HighSchool,Yes,No,No,0.254,2031,No,
1385,30,Female,UAE,Physics,Marketing,3,FullTime,3.33,3.15,1294,113,10,Yes,41037,WithFamily,31.0,82.8,19,Yes,9,No,3,6,No,10,No,2,No,75.0,Yes,179627.0,Bachelor,No,No,No,0.468,2034,Yes,
1386,27,Female,USA,AI,Robotics,2,PartTime,3.36,3.74,1515,171,17,Yes,40297,OffCampus,25.2,95.0,22,Yes,,Yes,2,6,Yes,2,No,0,No,80.0,No,157855.0,PhD,No,No,No,0.755,2026,No,
1387,27,Female,China,Computer Science,Data Science,4,FullTime,2.04,3.68,1554,133,10,No,0,WithFamily,48.5,81.9,49,Yes,14,No,0,3,No,5,No,2,No,117.0,No,141022.0,HighSchool,Yes,No,No,0.247,2030,Yes,37414
1388,20,Male,France,Economics,Statistics,4,PartTime,2.6,4.0,1199,108,15,No,0,OnCampus,22.6,83.4,6,Yes,12,No,3,7,No,14,No,0,No,76.0,No,183972.0,Master,No,No,No,0.936,2029,No,0
1389,26,Male,China,Physics,Statistics,4,PartTime,3.79,3.49,1562,104,16,Yes,18352,OnCampus,6.4,66.6,,No,20,Yes,2,5,No,0,Yes,1,No,100.0,No,181786.0,Bachelor,Yes,No,No,0.0,2029,Yes,55002
1390,30,Female,Germany,Computer Science,Cybersecurity,3,PartTime,3.08,2.92,1523,40,18,No,0,WithFamily,42.7,66.8,9,Yes,15,Yes,0,5,Yes,12,No,3,Yes,76.0,Yes,85035.0,Master,Yes,No,No,0.697,2032,Yes,52628
1391,34,Female,UAE,Physics,Marketing,5,PartTime,2.04,3.03,1100,110,18,Yes,1279,OffCampus,17.0,85.4,37,No,3,Yes,1,7,Yes,6,No,0,Yes,117.0,Yes,106270.0,Master,Yes,No,No,0.544,2030,Yes,
1392,33,Female,UAE,Mathematics,Finance,3,PartTime,2.77,4.0,1630,117,10,Yes,48046,WithFamily,36.6,95.9,6,No,20,Yes,2,4,Yes,2,No,2,Yes,93.0,No,106949.0,Bachelor,Yes,No,No,0.633,2028,Yes,118960
1393,22,Male,Brazil,Mathematics,Marketing,4,PartTime,3.48,,1212,161,17,No,0,OnCampus,30.3,75.2,38,No,5,Yes,2,1,No,3,No,1,Yes,115.0,Yes,148177.0,PhD,No,No,No,0.839,2029,Yes,66825
1394,21,Female,Australia,Computer Science,Finance,3,FullTime,2.61,2.94,1129,110,18,No,0,OnCampus,42.0,61.2,31,No,26,Yes,0,4,No,6,No,3,Yes,65.0,Yes,,PhD,No,No,No,0.552,2030,No,
1395,22,Male,Canada,Business,Civil,3,FullTime,3.4,2.64,1421,91,10,No,0,OffCampus,3.8,,34,No,28,No,4,5,No,10,No,2,Yes,88.0,No,74351.0,Master,Yes,No,No,0.21,2033,No,0
1396,27,Female,Australia,Computer Science,Cybersecurity,5,FullTime,3.63,3.1,1546,109,19,Yes,18635,WithFamily,37.0,95.8,43,Yes,1,Yes,3,4,Yes,5,Yes,1,Yes,96.0,No,191169.0,Bachelor,Yes,No,Yes,0.999,2027,Yes,93414
1397,28,Male,UAE,AI,Data Science,1,FullTime,2.67,2.64,1084,146,10,Yes,11961,OnCampus,19.7,67.6,38,No,,No,0,7,Yes,12,No,3,No,79.0,No,101818.0,HighSchool,No,No,No,0.815,2027,No,0
1398,19,Male,Canada,Computer Science,Marketing,5,PartTime,2.52,3.69,1288,57,10,No,0,OffCampus,46.9,90.1,22,No,25,Yes,2,3,Yes,13,No,2,No,64.0,Yes,86658.81856798391,HighSchool,No,No,No,0.896,2030,Yes,14922
1399,31,Male,Brazil,Engineering,Finance,5,FullTime,2.73,3.48,973,2,13,Yes,22966,WithFamily,1.2,81.7,11,Yes,12,Yes,0,5,Yes,4,No,1,No,60.0,Yes,286669.0,Master,No,No,No,0.699,2026,Yes,103713
1400,20,Female,India,Mathematics,Finance,1,PartTime,2.95,3.76,1514,123,12,Yes,26488,OffCampus,5.6,,49,No,,Yes,2,0,No,8,No,0,Yes,100.0,Yes,243915.0,Bachelor,Yes,No,No,0.486,2032,No,0
1401,29,Male,Australia,Computer Science,Civil,3,FullTime,3.94,2.73,1369,155,17,Yes,25150,OnCampus,32.0,83.3,7,Yes,19,No,2,0,No,11,No,0,No,80.0,No,111392.0,Master,No,Yes,No,0.624,2027,Yes,5599
1402,30,Female,USA,Mathematics,Statistics,5,PartTime,3.18,3.04,934,151,11,No,0,OffCampus,6.6,60.7,19,Yes,3,No,0,0,Yes,10,No,1,No,61.0,Yes,60419.0,Bachelor,No,No,No,0.861,2029,No,0
1403,30,Male,Brazil,Economics,Cybersecurity,1,PartTime,3.57,3.88,980,112,18,No,0,OnCampus,,64.8,,No,28,No,3,0,No,12,Yes,2,Yes,63.0,Yes,79666.0,PhD,No,No,No,0.864,2033,No,0
1404,22,Male,Australia,Engineering,Cybersecurity,3,FullTime,3.92,3.49,,83,14,No,0,OnCampus,16.0,67.4,7,No,13,No,1,3,No,7,Yes,3,Yes,,Yes,271895.0,Master,Yes,No,No,0.918,2030,No,0
1405,27,Female,Brazil,Computer Science,Marketing,5,PartTime,2.15,3.01,1293,173,18,No,0,WithFamily,,83.9,46,No,9,No,1,0,No,12,Yes,1,No,98.0,Yes,48252.0,HighSchool,No,No,No,0.515,2029,Yes,18927
1406,19,Female,Canada,AI,Statistics,1,PartTime,3.03,,,43,19,No,0,OffCampus,8.0,86.4,44,No,23,Yes,0,4,Yes,4,Yes,1,Yes,71.0,No,29849.0,Master,Yes,No,No,0.78,2028,Yes,76877
1407,25,Male,Canada,Engineering,Civil,1,FullTime,2.95,3.23,,130,13,Yes,31589,OffCampus,24.5,95.7,15,No,12,No,3,0,No,13,Yes,2,No,71.0,No,277499.0,HighSchool,Yes,No,No,0.747,2029,Yes,144346
1408,31,Male,Canada,Physics,Statistics,5,FullTime,2.36,2.73,1059,10,17,Yes,11909,OnCampus,26.6,89.6,33,Yes,25,No,1,1,No,13,Yes,3,Yes,108.0,No,286602.0,Master,Yes,No,No,0.907,2034,Yes,22009
1409,23,Male,UAE,AI,Finance,4,FullTime,3.02,2.59,952,140,17,No,0,WithFamily,27.6,77.2,,No,22,Yes,4,3,No,1,No,0,No,86.0,Yes,72192.0,HighSchool,No,No,Yes,0.958,2028,Yes,89631
1410,20,Male,Australia,Computer Science,Finance,3,FullTime,3.95,3.21,1230,175,19,Yes,15803,WithFamily,15.6,78.7,46,Yes,5,No,0,6,Yes,5,No,1,Yes,106.0,No,256428.0,HighSchool,Yes,Yes,No,0.287,2029,No,0
1411,28,Male,Germany,Business,Statistics,5,FullTime,2.92,3.68,1313,36,15,Yes,7238,OffCampus,21.8,98.2,,No,,Yes,2,3,No,1,No,2,No,87.0,No,173753.0,Bachelor,Yes,No,No,0.195,2034,Yes,32974
1412,31,Male,Germany,Economics,Statistics,1,FullTime,2.58,3.12,1295,92,15,No,,OnCampus,29.0,59.1,,Yes,23,No,3,1,Yes,14,Yes,1,No,117.0,Yes,116704.0,Bachelor,No,No,Yes,0.97,2032,Yes,98221
1413,34,Male,Germany,Business,Marketing,5,PartTime,2.65,,1479,98,16,Yes,15073,WithFamily,24.0,71.6,21,No,,Yes,1,1,Yes,3,Yes,1,No,82.0,No,286138.0,,Yes,No,No,0.212,2026,Yes,64072
1414,24,Male,China,Mathematics,Finance,2,FullTime,3.22,3.3,1496,1,15,Yes,18831,OnCampus,5.9,72.9,9,Yes,7,Yes,4,6,Yes,0,No,2,No,95.0,Yes,37857.0,Bachelor,Yes,Yes,No,0.637,2032,Yes,
1415,31,Female,China,Economics,Cybersecurity,4,FullTime,2.95,3.48,1209,60,9,Yes,4741,OffCampus,34.0,71.8,22,Yes,22,No,3,1,No,12,No,0,Yes,77.0,Yes,20604.0,Master,Yes,No,No,0.683,2028,Yes,131523
1416,22,Male,UK,Economics,Cybersecurity,4,FullTime,3.51,2.96,1394,141,12,No,0,WithFamily,1.0,,44,Yes,19,Yes,2,0,Yes,7,Yes,3,Yes,,No,204731.0,Bachelor,No,No,No,0.872,2029,Yes,7973
1417,33,Male,Canada,AI,Finance,5,FullTime,3.11,3.72,1227,155,10,Yes,20162,OffCampus,30.4,64.3,42,No,24,Yes,1,2,No,2,No,0,Yes,100.0,No,271889.0,HighSchool,No,No,No,0.505,2033,Yes,9453
1418,17,Male,USA,Computer Science,Data Science,1,PartTime,2.55,3.43,1123,151,17,Yes,49927,OnCampus,3.8,83.3,25,Yes,28,Yes,4,4,Yes,7,Yes,2,Yes,64.0,Yes,98515.0,Bachelor,No,Yes,No,0.171,2029,No,0
1419,24,Female,China,Mathematics,Finance,2,PartTime,3.26,3.91,1540,3,18,No,,WithFamily,28.9,71.8,38,Yes,14,Yes,0,3,No,10,No,3,Yes,,No,57201.0,Master,Yes,No,No,0.621,2033,No,0
1420,30,Female,UAE,Business,Civil,2,PartTime,2.47,,,140,12,No,0,OnCampus,31.6,69.2,11,No,9,No,4,0,No,13,No,1,No,115.0,No,154972.0,Bachelor,Yes,No,No,0.189,2027,Yes,112568
1421,23,Male,India,Engineering,Statistics,1,PartTime,3.96,,1564,36,18,No,0,WithFamily,23.6,80.3,42,Yes,7,No,3,0,Yes,13,Yes,2,No,86.0,Yes,162298.0,Bachelor,No,No,No,0.686,2032,No,0
1422,25,Female,Canada,Physics,Marketing,4,PartTime,2.19,3.37,1589,95,11,Yes,40140,OffCampus,35.3,82.9,15,Yes,,Yes,4,5,Yes,4,Yes,3,Yes,76.0,No,152720.0,PhD,No,No,No,0.166,2026,No,0
1423,27,Male,Canada,Mathematics,Marketing,1,PartTime,2.25,3.37,992,138,15,No,0,WithFamily,6.0,92.7,41,Yes,20,No,3,0,No,5,Yes,2,No,,Yes,31157.0,Master,Yes,No,No,0.782,2031,Yes,46744
1424,19,Female,France,Mathematics,Civil,5,PartTime,3.37,3.59,928,79,12,Yes,7344,OnCampus,,74.4,6,No,9,Yes,0,6,Yes,14,No,0,No,105.0,No,40509.0,Master,No,No,No,0.031,2027,Yes,147744
1425,31,Female,USA,Mathematics,Finance,3,PartTime,4.0,2.64,927,69,13,No,,OnCampus,27.7,80.1,7,No,19,No,0,4,Yes,7,No,0,No,76.0,Yes,131563.0,Master,Yes,No,No,0.437,2033,Yes,10489
1426,21,Female,USA,Engineering,Finance,4,FullTime,3.48,3.67,1386,172,12,No,0,OffCampus,22.6,74.4,14,No,17,Yes,1,0,Yes,12,Yes,1,Yes,102.0,Yes,72376.0,PhD,No,No,No,0.324,2033,Yes,65535
1427,21,Female,USA,AI,Data Science,3,FullTime,3.92,3.72,1333,46,15,Yes,48580,OnCampus,11.4,72.7,35,No,9,Yes,2,7,No,7,Yes,2,Yes,111.0,No,63456.0,Bachelor,No,No,No,0.52,2033,No,0
1428,32,Male,France,Physics,Marketing,5,FullTime,2.57,3.72,1171,125,14,Yes,32486,WithFamily,14.6,82.9,31,Yes,21,No,1,1,Yes,1,Yes,1,Yes,112.0,No,103586.0,Master,Yes,No,No,0.967,2030,Yes,60335
1429,22,Male,UAE,Physics,Cybersecurity,1,PartTime,3.52,3.37,1438,89,16,Yes,23483,OffCampus,45.3,61.7,41,No,26,No,2,7,Yes,10,No,3,Yes,94.0,No,251778.0,Master,No,No,No,0.858,2028,No,0
1430,23,Female,France,Engineering,Robotics,4,PartTime,2.02,2.62,1534,67,9,Yes,17060,WithFamily,43.7,64.0,39,No,17,Yes,1,1,Yes,6,Yes,3,No,101.0,No,165109.0,Master,No,No,No,0.785,2028,Yes,44615
1431,31,Female,Germany,Economics,Statistics,5,PartTime,3.75,,1032,91,20,No,0,WithFamily,46.7,69.6,13,Yes,4,Yes,2,1,No,3,No,0,No,107.0,Yes,170107.0,Bachelor,No,No,No,0.017,2027,Yes,4592
1432,34,Male,China,Physics,Robotics,1,PartTime,2.63,3.11,1488,93,10,No,0,WithFamily,17.3,64.3,32,No,,No,4,6,Yes,10,Yes,1,Yes,74.0,Yes,211240.0,HighSchool,No,No,No,0.384,2033,Yes,48824
1433,25,Male,UK,Engineering,Marketing,5,FullTime,3.39,3.78,1295,5,19,No,,OnCampus,15.6,67.8,33,No,0,Yes,1,4,No,10,No,0,Yes,77.0,Yes,248745.0,HighSchool,Yes,No,No,0.374,2031,Yes,77480
1434,30,Female,Canada,Economics,Statistics,2,FullTime,3.57,4.0,1373,148,14,Yes,49559,OnCampus,10.0,83.7,38,No,0,No,3,4,No,12,No,0,No,61.0,No,131114.0,PhD,No,No,No,0.067,2026,No,0
1435,31,Male,Brazil,Business,Robotics,2,PartTime,2.27,3.73,,60,20,Yes,27503,OnCampus,9.0,75.3,18,Yes,1,No,3,2,No,0,No,3,Yes,90.0,Yes,280280.0,Master,No,Yes,No,0.336,2031,Yes,95858
1436,19,Female,China,Computer Science,Cybersecurity,3,FullTime,2.4,2.84,1448,7,12,Yes,34788,OnCampus,35.9,67.3,47,Yes,,No,4,3,Yes,3,Yes,3,No,94.0,No,253030.0,Master,Yes,No,No,0.844,2028,Yes,118121
1437,23,Female,China,Physics,Statistics,3,PartTime,3.38,2.92,1523,114,17,No,0,WithFamily,41.8,60.4,14,No,16,Yes,4,3,Yes,6,Yes,2,No,69.0,Yes,283978.0,Bachelor,No,No,No,0.014,2029,No,0
1438,27,Female,China,Engineering,Statistics,2,FullTime,2.39,,1067,123,13,Yes,9685,OffCampus,8.2,82.6,41,Yes,21,Yes,3,5,Yes,1,Yes,3,No,103.0,No,,PhD,No,No,No,0.854,2027,Yes,94755
1439,18,Female,Germany,AI,Finance,3,PartTime,2.59,2.63,978,103,17,No,0,OnCampus,29.8,64.4,25,No,17,Yes,4,3,No,10,No,0,Yes,62.0,No,35570.0,,Yes,No,No,0.739,2029,No,0
1440,17,Male,UK,Physics,Finance,5,FullTime,2.51,2.69,1216,57,19,Yes,,OnCampus,22.8,64.9,32,No,15,Yes,4,1,Yes,0,Yes,1,No,74.0,No,165695.0,HighSchool,No,No,No,0.995,2030,Yes,295
1441,22,Female,India,Mathematics,Finance,5,PartTime,3.46,,1383,39,11,No,0,OffCampus,39.8,65.4,14,No,9,No,2,7,Yes,1,Yes,2,No,,No,107375.0,Master,No,No,No,0.891,2026,Yes,19124
1442,19,Male,USA,Economics,Finance,4,FullTime,1.97,3.2,1105,147,13,Yes,,OffCampus,36.3,86.2,38,No,14,No,0,1,Yes,8,Yes,2,No,89.0,No,,Master,No,No,No,0.428,2034,Yes,146183
1443,30,Male,China,Engineering,Robotics,5,FullTime,2.72,2.6,922,24,12,No,,OnCampus,24.0,82.4,22,Yes,2,No,4,4,Yes,7,No,0,Yes,101.0,No,64936.0,,Yes,No,No,0.309,2026,Yes,108628
1444,21,Female,Canada,Computer Science,Statistics,5,FullTime,3.23,3.05,1253,121,13,No,0,OnCampus,31.8,68.1,31,Yes,12,Yes,3,1,Yes,11,No,2,No,111.0,Yes,240832.0,PhD,Yes,No,No,0.59,2034,Yes,7123
1445,27,Female,USA,AI,Finance,5,FullTime,2.3,3.93,,10,18,Yes,26584,WithFamily,31.7,71.8,10,Yes,21,No,2,6,Yes,5,Yes,3,Yes,112.0,Yes,165029.0,HighSchool,Yes,Yes,No,0.969,2031,Yes,110860
1446,20,Male,Canada,Engineering,Finance,2,FullTime,3.14,2.85,1130,157,12,Yes,6850,WithFamily,,84.8,18,No,20,Yes,3,4,Yes,11,Yes,1,Yes,104.0,Yes,73691.0,Bachelor,Yes,No,No,0.728,2026,No,0
1447,21,Male,Brazil,Business,Robotics,5,FullTime,2.82,3.68,1144,78,14,No,0,OffCampus,30.4,97.4,41,Yes,9,No,4,7,No,6,Yes,0,No,112.0,Yes,33190.0,Bachelor,Yes,Yes,No,0.38,2031,No,0
1448,28,Male,India,Physics,Robotics,4,PartTime,3.53,2.86,1515,166,16,Yes,16852,OnCampus,38.0,99.1,,No,10,Yes,0,4,No,1,No,1,Yes,,Yes,,Bachelor,No,No,No,0.357,2031,Yes,21994
1449,31,Female,UAE,Computer Science,Marketing,3,FullTime,3.09,3.43,903,100,12,No,0,OffCampus,1.2,90.5,29,Yes,27,Yes,4,0,Yes,3,No,0,No,103.0,Yes,84652.0,HighSchool,No,No,No,0.84,2033,No,0
1450,17,Male,Australia,Physics,Cybersecurity,3,PartTime,2.7,2.84,1470,179,12,Yes,5994,OnCampus,37.6,86.9,49,No,19,No,1,6,Yes,3,No,0,No,,Yes,,PhD,No,Yes,No,0.0,2033,No,0
1451,23,Male,China,Economics,Cybersecurity,3,FullTime,3.73,3.02,1195,80,20,Yes,32740,OnCampus,27.6,86.7,39,No,,Yes,4,7,No,11,Yes,0,Yes,116.0,Yes,231269.0,Master,No,Yes,No,0.173,2029,No,0
1452,25,Female,UAE,Computer Science,Civil,2,FullTime,2.39,2.59,1435,177,17,No,0,OffCampus,13.9,65.0,,No,,No,0,5,No,12,No,1,Yes,91.0,No,289349.0,PhD,Yes,No,No,0.17,2031,No,0
1453,33,Female,UAE,Engineering,Finance,2,PartTime,2.67,3.86,1105,97,16,Yes,40428,OnCampus,11.0,97.9,45,No,4,Yes,3,2,Yes,12,Yes,3,Yes,96.0,Yes,139345.0,,No,No,No,0.054,2029,Yes,110602
1454,20,Male,UAE,AI,Marketing,3,PartTime,1.93,3.26,1530,137,12,Yes,31603,WithFamily,22.8,78.6,17,Yes,9,Yes,0,5,Yes,13,No,3,Yes,96.0,Yes,206084.0,PhD,Yes,Yes,No,0.59,2031,Yes,53235
1455,19,Female,UK,Physics,Marketing,1,FullTime,3.51,,950,95,18,Yes,37028,OnCampus,44.0,100.0,13,Yes,2,Yes,0,1,No,1,No,0,No,72.0,Yes,51318.0,Master,Yes,No,No,0.529,2031,Yes,61778
1456,32,Male,UAE,Computer Science,Cybersecurity,3,FullTime,2.07,2.72,1311,24,12,Yes,47522,OnCampus,20.3,71.9,48,Yes,4,Yes,3,2,Yes,1,Yes,1,No,103.0,Yes,213242.0,PhD,No,No,No,0.427,2033,No,
